"local.anomaly","resid","res.color"
"0.5650256","0.188548948180302","#4292C6"
"0.2886698","-0.187215019194586","#4292C6"
"1.199819","-0.386382911804556","#4292C6"
"0.9185354","0.743610941532719","#4292C6"
"-1.280228","0.0459719825626416","#4292C6"
"-1.153257","-1.19614763758114","#4292C6"
"1.199819","0.189650598236741","#4292C6"
"-1.153257","-1.12938671225313","#4292C6"
"-0.97716","0.0179021159392561","#4292C6"
"0.005602787","0.960928873766347","#4292C6"
"0.5650256","0.256209414347995","#4292C6"
"0.9185354","-0.0306218662517408","#4292C6"
"1.235113","-1.50634149838463","#4292C6"
"0.5281117","-0.403111874239453","#4292C6"
"-0.7905528","-0.771730621678203","#4292C6"
"2.349653","1.49563802921883","#4292C6"
"-0.6057257","0.487732508088158","#4292C6"
"1.636324","0.685151270717652","#4292C6"
"-0.9218806","-0.200135679983791","#4292C6"
"1.380668","-0.579128635874922","#4292C6"
"-1.343536","-0.643462622937291","#4292C6"
"-0.4412458","-0.431310028157754","#4292C6"
"2.117597","-0.795684127073263","#4292C6"
"0.5800425","-0.30425249700582","#4292C6"
"-1.170496","0.906921840754311","#4292C6"
"0.9523432","0.754643134355987","#4292C6"
"0.2617035","-0.420673370472641","#4292C6"
"0.5402125","0.831416605715099","#4292C6"
"-0.0155324","-0.0597006727059082","#4292C6"
"0.4623219","0.683643592346973","#4292C6"
"-1.415881","0.115988689874253","#4292C6"
"1.064569","0.766886202252993","#4292C6"
"-0.5705243","0.59472961821142","#4292C6"
"0.3394828","0.80839956797404","#4292C6"
"2.433928","0.614186973709357","#4292C6"
"0.3589464","0.567988267720027","#4292C6"
"1.089928","-1.40631977537785","#4292C6"
"0.9113069","-0.646155262421821","#4292C6"
"-1.26852","0.00403235891619103","#4292C6"
"-0.9707086","-0.563005675159925","#4292C6"
"0.9014612","-1.0736241856818","#4292C6"
"-1.438773","1.10921499232481","#4292C6"
"-1.289106","-1.58126891353699","#4292C6"
"2.433928","-1.01007374743884","#4292C6"
"-1.26852","0.721665019145644","#4292C6"
"-1.289106","-1.25195307490018","#4292C6"
"0.9014612","0.535965584092019","#4292C6"
"0.4139494","-0.194117455665501","#4292C6"
"0.4623219","-0.535833354854785","#4292C6"
"0.9014612","-0.970341437235572","#4292C6"
"-1.26852","0.381125245814014","#4292C6"
"-0.0155324","-0.252006114241583","#4292C6"
"2.433928","-0.0328689965247216","#4292C6"
"0.4139494","0.256797515476059","#4292C6"
"1.064569","-0.00623560116305479","#4292C6"
"1.089928","-0.379154992643841","#4292C6"
"0.9113069","-0.301198185055402","#4292C6"
"0.3589464","0.359219883060993","#4292C6"
"-1.289106","0.499185257861085","#4292C6"
"-1.438773","0.311169845810191","#4292C6"
"-0.5705243","-0.085459458459634","#4292C6"
"-1.415881","0.030495518538926","#4292C6"
"0.3394828","0.875381554986544","#4292C6"
"-0.9707086","0.163254913601464","#4292C6"
"-0.0155324","-1.12308375102557","#4292C6"
"1.064569","0.153187077684962","#4292C6"
"0.3394828","1.18223325446937","#4292C6"
"0.3589464","1.12310517714315","#4292C6"
"-0.7654489","0.208913576003146","#4292C6"
"0.4139494","0.560416775203434","#4292C6"
"0.538481","-1.35407370914952","#4292C6"
"-1.438773","0.976897899811585","#4292C6"
"-1.289106","0.820654190923404","#4292C6"
"2.433928","-0.171390377488781","#4292C6"
"0.9014612","-0.9713510614475","#4292C6"
"-0.5705243","-0.239339184298443","#4292C6"
"0.4623219","0.319088462832074","#4292C6"
"-1.26852","-0.981044037523807","#4292C6"
"2.433928","-0.415005567366585","#4292C6"
"0.3394828","1.05736548491696","#4292C6"
"0.3589464","0.543344573648883","#4292C6"
"-0.5705243","0.189245156203602","#4292C6"
"1.064569","-0.190414799066814","#4292C6"
"0.9113069","-0.322627704141611","#4292C6"
"0.9014612","0.273967891198886","#4292C6"
"-1.289106","-0.74476941718701","#4292C6"
"-0.0155324","-1.17251239548715","#4292C6"
"0.538481","0.0793712517027221","#4292C6"
"-0.9707086","-0.223899511135903","#4292C6"
"0.4623219","-0.375194684512025","#4292C6"
"-1.415881","0.175144738919185","#4292C6"
"1.089928","0.0915099305701037","#4292C6"
"-1.438773","0.48446667387958","#4292C6"
"-0.7654489","0.405050928010714","#4292C6"
"-1.26852","-0.219376041778384","#4292C6"
"0.4139494","0.514509396666227","#4292C6"
"-0.0155324","1.65830954379543","#4292C6"
"0.4623219","-1.59964442999379","#4292C6"
"-0.5705243","-0.933846150813882","#4292C6"
"-1.438773","0.271300064861629","#4292C6"
"0.3589464","-0.975682269324186","#4292C6"
"1.064569","0.580675381401892","#4292C6"
"2.433928","0.461316858561012","#4292C6"
"0.4623219","-1.44792632744653","#4292C6"
"-1.289106","-0.0822908366761386","#4292C6"
"0.3589464","0.754892773103017","#4292C6"
"-0.0155324","-0.205920944104928","#4292C6"
"-1.26852","0.664316386447782","#4292C6"
"0.9014612","-0.597207152218254","#4292C6"
"-1.438773","0.811383447035415","#4292C6"
"1.064569","0.507848690418757","#4292C6"
"0.9113069","-1.43418385573121","#4292C6"
"-1.415881","0.472664396301748","#4292C6"
"-0.9707086","-0.164590079407572","#4292C6"
"2.433928","0.374941240858655","#4292C6"
"-0.5705243","-0.377786384793373","#4292C6"
"1.089928","0.0346903914126915","#4292C6"
"0.3394828","0.648455932517428","#4292C6"
"2.433928","-0.742989321916578","#4292C6"
"-1.438773","-1.01487537788029","#4292C6"
"0.9113069","0.156005128450434","#4292C6"
"-0.9707086","-0.36856162925741","#4292C6"
"1.064569","-0.854866084461091","#4292C6"
"0.3589464","0.0324694189709838","#4292C6"
"-1.289106","0.0974356686894765","#4292C6"
"0.3394828","1.47223350208011","#4292C6"
"-0.5705243","1.0762011321163","#4292C6"
"0.9113069","-0.382558164151313","#4292C6"
"-1.26852","0.219046962478794","#4292C6"
"0.9014612","-0.789732592608687","#4292C6"
"0.3394828","1.044148785254","#4292C6"
"0.4623219","-0.21031057180345","#4292C6"
"2.433928","0.191110891914954","#4292C6"
"0.538481","0.0977011527647811","#4292C6"
"-0.7654489","-0.079198423728098","#4292C6"
"1.064569","0.256839516885279","#4292C6"
"-1.438773","0.0850874971236494","#4292C6"
"-0.9707086","0.137958938380275","#4292C6"
"-1.289106","0.422992598053229","#4292C6"
"1.089928","0.00833072981639571","#4292C6"
"0.3589464","0.765588330602381","#4292C6"
"-1.415881","-1.23297850847133","#4292C6"
"0.4139494","0.372655226117136","#4292C6"
"-0.5705243","-0.151103477413121","#4292C6"
"-0.0155324","-0.394625248232929","#4292C6"
"2.306435","1.36253982632056","#4292C6"
"0.1629798","-0.360835794462206","#4292C6"
"0.7703571","0.694485555961655","#4292C6"
"-0.5983097","-0.726036309107304","#4292C6"
"-0.04854889","-0.556749888644477","#4292C6"
"0.1230608","-0.372096491061864","#4292C6"
"-1.453421","0.208767318759946","#4292C6"
"2.306435","2.20547952331423","#4292C6"
"0.1014458","0.663271212823568","#4292C6"
"0.1230608","-0.436398408532967","#4292C6"
"-0.8318128","-0.516174086282269","#4292C6"
"0.3170203","-0.595490123861321","#4292C6"
"0.4862806","0.474443629720158","#4292C6"
"0.1629798","-0.959800900896916","#4292C6"
"-1.235699","-0.266919083704467","#4292C6"
"-0.4806558","-0.559098203008412","#4292C6"
"-1.453421","1.03124718055582","#4292C6"
"-0.5983097","0.000945608626475081","#4292C6"
"1.832461","-0.819883452258538","#4292C6"
"1.420534","-0.383767414603836","#4292C6"
"0.7703571","0.26578059488097","#4292C6"
"-1.827872","-1.0670661443875","#4292C6"
"-0.1941947","-0.43397119046416","#4292C6"
"0.02820704","0.58550630802787","#4292C6"
"-0.6485774","-0.0204365893040767","#4292C6"
"-1.213717","1.66774227815952","#4292C6"
"1.41969","-0.0819878313678141","#4292C6"
"0.02770805","0.0797677883258373","#4292C6"
"2.4562","0.0953888885612589","#4292C6"
"2.011543","0.538416261978917","#4292C6"
"0.0887236","0.460707168230994","#4292C6"
"0.6217067","-0.0309102917811228","#4292C6"
"0.6750406","-1.9190936443488","#4292C6"
"-0.9586724","0.039485461562248","#4292C6"
"-0.6587378","0.327794065253006","#4292C6"
"0.486297","0.0668240224824958","#4292C6"
"0.2433964","-0.233290985287661","#4292C6"
"-0.8467061","0.680313676739669","#4292C6"
"-0.4850084","-0.0450600050366878","#4292C6"
"-1.223166","-1.33826456999266","#4292C6"
"2.291147","0.48240024849841","#4292C6"
"0.5596478","0.223803309839832","#4292C6"
"0.000782693","0.251177192492609","#4292C6"
"0.4712361","-0.524590824362034","#4292C6"
"-1.517927","-0.495531870761915","#4292C6"
"-0.8935371","0.329241971027583","#4292C6"
"-0.5354399","-0.105388301835094","#4292C6"
"0.9258675","0.245083394568159","#4292C6"
"-1.341559","0.0410253980528761","#4292C6"
"0.5246134","0.356028232160944","#6BAED6"
"1.214926","-0.122953409055589","#6BAED6"
"0.2332406","0.362084820871667","#6BAED6"
"-0.9425652","-1.87891068722087","#6BAED6"
"-0.4909375","0.286827978412773","#6BAED6"
