"x","predicted","std.error","conf.low","conf.high","group"
-7.051,-0.58573215019966,0.214058442632004,-1.00570758404543,-0.165756716353886,"-0.9"
-7.051,-0.573441546352138,0.198281851109951,-0.962463840543092,-0.184419252161185,"-0.8"
-7.051,-0.561150942504617,0.183305612842862,-0.920790363092163,-0.20151152191707,"-0.7"
-7.051,-0.548860338657095,0.169342205378234,-0.88110402546364,-0.21661665185055,"-0.6"
-7.051,-0.536569734809573,0.156662685243135,-0.843936631407712,-0.229202838211434,"-0.5"
-7.051,-0.524279130962051,0.14560285359626,-0.809947011454841,-0.238611250469261,"-0.4"
-7.051,-0.511988527114529,0.136556818232253,-0.779908391785705,-0.244068662443354,"-0.3"
-7.051,-0.499697923267008,0.129945826553291,-0.754647245574218,-0.244748600959798,"-0.2"
-7.051,-0.487407319419486,0.126153282454631,-0.734915798312021,-0.239898840526951,"-0.1"
-7.051,-0.475116715571964,0.125435095216994,-0.721216135363628,-0.2290172957803,"0"
-7.051,-0.462826111724442,0.127843088012898,-0.713649932043002,-0.212002291405883,"0.1"
-7.051,-0.450535507876921,0.133207833087282,-0.711884776817751,-0.18918623893609,"0.2"
-7.051,-0.438244904029399,0.141192698258457,-0.715260208718369,-0.161229599340429,"0.3"
-7.051,-0.425954300181877,0.151383648026319,-0.722963904079201,-0.128944696284554,"0.4"
-7.051,-0.413663696334355,0.163368354770953,-0.734186890037828,-0.0931405026308831,"0.5"
-7.051,-0.401373092486834,0.176782378629596,-0.748214147893786,-0.0545320370798815,"0.6"
-7.051,-0.389082488639312,0.191325322552627,-0.764456308782712,-0.0137086684959118,"0.7"
-7.051,-0.37679188479179,0.206759106953851,-0.782446268598495,0.0288624990149146,"0.8"
-7.051,-0.364501280944268,0.222898759909964,-0.801821118675706,0.0728185567871694,"0.9"
-7.051,-0.352210677096746,0.2396016811982,-0.822301082194118,0.117879728000625,"1"
-6.976,-0.581462026800305,0.229091097301711,-1.03093102132576,-0.131993032274854,"-1"
-6.976,-0.569127376007174,0.212648344627384,-0.986336245199046,-0.151918506815302,"-0.9"
-6.976,-0.556792725214043,0.196829809739733,-0.942966163284579,-0.170619287143507,"-0.8"
-6.976,-0.544458074420912,0.181798507835294,-0.901140605891535,-0.187775542950289,"-0.7"
-6.976,-0.532123423627782,0.167766173049419,-0.861274988241384,-0.202971859014179,"-0.6"
-6.976,-0.519788772834651,0.155004348673524,-0.823902069099529,-0.215675476569773,"-0.5"
-6.976,-0.50745412204152,0.143851573906256,-0.789686050938329,-0.225222193144712,"-0.4"
-6.976,-0.49511947124839,0.134708093455658,-0.759412200355252,-0.230826742141527,"-0.3"
-6.976,-0.482784820455259,0.128005208836037,-0.733926716352599,-0.231642924557919,"-0.2"
-6.976,-0.470450169662128,0.124138891792235,-0.714006482118373,-0.226893857205884,"-0.1"
-6.976,-0.458115518868998,0.123376105227871,-0.700175269851836,-0.216055767886159,"0"
-6.976,-0.445780868075867,0.125773328438668,-0.692543890023403,-0.199017846128331,"0.1"
-6.976,-0.433446217282736,0.131157404943187,-0.690772615465479,-0.176119819099993,"0.2"
-6.976,-0.421111566489606,0.139182137919594,-0.694182219707675,-0.148040913271536,"0.3"
-6.976,-0.408776915696475,0.149422682614971,-0.701939171695434,-0.115614659697515,"0.4"
-6.976,-0.396442264903344,0.16145797150772,-0.713217351174459,-0.0796671786322291,"0.5"
-6.976,-0.384107614110213,0.174917932089506,-0.727290688383934,-0.0409245398364932,"0.6"
-6.976,-0.371772963317083,0.189499227674146,-0.743564046991864,1.81203576979927e-05,"0.7"
-6.976,-0.359438312523952,0.204962678386272,-0.76156816416194,0.0426915391140363,"0.8"
-6.976,-0.347103661730821,0.221123290706788,-0.780940088858523,0.0867327653968804,"0.9"
-6.976,-0.334769010937691,0.237838995487012,-0.801401086210796,0.131863064335415,"1"
-6.963,-0.578616765866385,0.228856070114712,-1.02762464498984,-0.129608886742932,"-1"
-6.963,-0.566274480269348,0.212408315771214,-0.983012420953257,-0.14953653958544,"-0.9"
-6.963,-0.553932194672312,0.196582744280891,-0.93962089865813,-0.168243490686494,"-0.8"
-6.963,-0.541589909075276,0.181542141248465,-0.897769457962248,-0.185410360188304,"-0.7"
-6.963,-0.52924762347824,0.167498100613045,-0.857873239026792,-0.200622007929687,"-0.6"
-6.963,-0.516905337881203,0.154722232819678,-0.82046513237032,-0.213345543392087,"-0.5"
-6.963,-0.504563052284167,0.143553529765954,-0.786210228645223,-0.222915875923111,"-0.4"
-6.963,-0.492220766687131,0.134393279027084,-0.755895840519128,-0.228545692855134,"-0.3"
-6.963,-0.479878481090095,0.127674515651587,-0.730371568129904,-0.229385394050286,"-0.2"
-6.963,-0.467536195493058,0.123795401392427,-0.710418591387511,-0.224653799598606,"-0.1"
-6.963,-0.455193909896022,0.123024842307501,-0.696564494894271,-0.213823324897773,"0"
-6.963,-0.442851624298986,0.125420146720884,-0.68892171564622,-0.196781532951752,"0.1"
-6.963,-0.43050933870195,0.130807513324041,-0.687149261346784,-0.173869416057115,"0.2"
-6.963,-0.418167053104914,0.138839075336807,-0.690564629123734,-0.145769477086093,"0.3"
-6.963,-0.405824767507877,0.149088105154531,-0.698330593831017,-0.113318941184738,"0.4"
-6.963,-0.393482481910841,0.161132021388011,-0.709618065057231,-0.077346898764451,"0.5"
-6.963,-0.381140196313805,0.174599783775448,-0.723699074341955,-0.0385813182856547,"0.6"
-6.963,-0.368797910716769,0.189187556758126,-0.739977506582131,0.00238168514859355,"0.7"
-6.963,-0.356455625119732,0.204655978973529,-0.757983742869802,0.0450724926303371,"0.8"
-6.963,-0.344113339522696,0.220820059747631,-0.777354837751254,0.0891281587058614,"0.9"
-6.963,-0.33177105392566,0.237537826049052,-0.797812244934575,0.134270137083256,"1"
-6.18,-0.421009320757939,0.216842583216265,-0.846447144385614,0.00442850286973584,"-1"
-6.18,-0.408207185048746,0.200212379689638,-0.80101711110246,-0.0153972589950315,"-0.9"
-6.18,-0.395405049339553,0.184093839695951,-0.756590944387646,-0.0342191542914588,"-0.8"
-6.18,-0.382602913630359,0.168633746311153,-0.713456627678058,-0.0517491995826601,"-0.7"
-6.18,-0.369800777921166,0.154030492837606,-0.672003401931476,-0.0675981539108557,"-0.6"
-6.18,-0.356998642211972,0.140551409813572,-0.632755760633915,-0.0812415237900299,"-0.5"
-6.18,-0.344196506502779,0.128550607253699,-0.596408455672769,-0.0919845573327888,"-0.4"
-6.18,-0.331394370793586,0.118478150719585,-0.563844500477297,-0.098944241109874,"-0.3"
-6.18,-0.318592235084392,0.110860901667341,-0.536097579427742,-0.101086890741042,"-0.2"
-6.18,-0.305790099375199,0.106228341731312,-0.51420651760553,-0.0973736811448682,"-0.1"
-6.18,-0.292987963666006,0.104976356401803,-0.498948028970174,-0.0870278983618374,"0"
-6.18,-0.280185827956812,0.107223430124847,-0.490554576002548,-0.069817079911076,"0.1"
-6.18,-0.267383692247619,0.112760570590978,-0.488616122850955,-0.046151261644283,"0.2"
-6.18,-0.254581556538425,0.121137452260617,-0.492249146018113,-0.0169139670587378,"0.3"
-6.18,-0.241779420829232,0.131813778294642,-0.500393601356146,0.0168347596976814,"0.4"
-6.18,-0.228977285120039,0.144279990658269,-0.512049753212972,0.0540951829728947,"0.5"
-6.18,-0.216175149410845,0.158113291687691,-0.526388086853723,0.0940377880320324,"0.6"
-6.18,-0.203373013701652,0.172986022730766,-0.542765747070752,0.136019719667448,"0.7"
-6.18,-0.190570877992459,0.188652508226174,-0.560700726711331,0.179558970726413,"0.8"
-6.18,-0.177768742283265,0.204930786871494,-0.57983602384651,0.224298539279979,"0.9"
-6.18,-0.164966606574072,0.221686128802499,-0.599907303033665,0.269974089885521,"1"
-6.151,-0.415692063131472,0.216473582662957,-0.840405920137886,0.00902179387494129,"-1"
-6.151,-0.402872895936643,0.199841028478595,-0.794954243458022,-0.0107915484152643,"-0.9"
-6.151,-0.390053728741814,0.183716597890242,-0.750499488109815,-0.0296079693738144,"-0.8"
-6.151,-0.377234561546986,0.168246447278635,-0.707328407975309,-0.047140715118662,"-0.7"
-6.151,-0.364415394352157,0.15362835906152,-0.665829045477309,-0.0630017432270048,"-0.6"
-6.151,-0.351596227157328,0.140129245336309,-0.626525073135013,-0.0766673811796429,"-0.5"
-6.151,-0.338777059962499,0.128103337558578,-0.590111481098814,-0.0874426388261849,"-0.4"
-6.151,-0.32595789276767,0.118001914362887,-0.557473662806146,-0.0944421227291947,"-0.3"
-6.151,-0.313138725572842,0.110354725759708,-0.529650969883338,-0.0966264812623449,"-0.2"
-6.151,-0.300319558378013,0.105695819246695,-0.507691185481398,-0.092947931274627,"-0.1"
-6.151,-0.287500391183184,0.10442592551419,-0.492380529678649,-0.0826202526877192,"0"
-6.151,-0.274681223988355,0.106666155069429,-0.483956617199343,-0.0654058307773672,"0.1"
-6.151,-0.261862056793526,0.112206463092067,-0.482007347200984,-0.0417167663860681,"0.2"
-6.151,-0.249042889598697,0.120592864990026,-0.48564201724889,-0.0124437619485046,"0.3"
-6.151,-0.236223722403869,0.131281052775749,-0.493792713457446,0.0213452686497091,"0.4"
-6.151,-0.22340455520904,0.143758539064123,-0.505453952888172,0.0586448424700928,"0.5"
-6.151,-0.210585388014211,0.157600911464142,-0.51979305276598,0.0986222767375584,"0.6"
-6.151,-0.197766220819382,0.172479865605644,-0.53616589100628,0.140633449367516,"0.7"
-6.151,-0.184947053624553,0.188149642011057,-0.554090295815492,0.184196188566385,"0.8"
-6.151,-0.172127886429725,0.204428468034597,-0.573209635402614,0.228953862543165,"0.9"
-6.151,-0.159308719234896,0.221181907717587,-0.593260150957783,0.274642712487992,"1"
-6.055,-0.398355125615147,0.215287783352598,-0.820742484429297,0.0240322331990037,"-1"
-6.055,-0.385479578329938,0.198649595191765,-0.775223373987525,0.00426421732764848,"-0.9"
-6.055,-0.37260403104473,0.182508136172552,-0.730678829342788,-0.0145292327466722,"-0.8"
-6.055,-0.359728483759522,0.167007496714534,-0.687391551031117,-0.0320654164879265,"-0.7"
-6.055,-0.346852936474314,0.152343408911843,-0.64574555880964,-0.0479603141389872,"-0.6"
-6.055,-0.333977389189106,0.138781304970291,-0.606261621700225,-0.0616931566779861,"-0.5"
-6.055,-0.321101841903897,0.126675621450942,-0.569635132263305,-0.0725685515444897,"-0.4"
-6.055,-0.308226294618689,0.116481335934378,-0.536758741143468,-0.0796938480939101,"-0.3"
-6.055,-0.295350747333481,0.108737372887532,-0.508689799940713,-0.0820116947262489,"-0.2"
-6.055,-0.282475200048273,0.103992581438566,-0.486505132105127,-0.0784452679914181,"-0.1"
-6.055,-0.269599652763064,0.102663644082903,-0.471022254617774,-0.0681770509083542,"0"
-6.055,-0.256724105477856,0.104880487836656,-0.462496079895512,-0.0509521310602,"0.1"
-6.055,-0.243848558192648,0.110429777377655,-0.460508051242417,-0.0271890651428786,"0.2"
-6.055,-0.23097301090744,0.118845617608946,-0.464144098215555,0.00219807640067535,"0.3"
-6.055,-0.218097463622231,0.129570644855904,-0.472310692112287,0.0361157648678243,"0.4"
-6.055,-0.205221916337023,0.142082895811732,-0.483983758555876,0.0735399258818302,"0.5"
-6.055,-0.192346369051815,0.155952789800214,-0.498320474770229,0.1136277366666,"0.6"
-6.055,-0.179470821766607,0.170849998832432,-0.514672748399109,0.155731104865895,"0.7"
-6.055,-0.166595274481398,0.186528543783421,-0.532557976708172,0.199367427745375,"0.8"
-6.055,-0.15371972719619,0.202807295927033,-0.551620791254991,0.244181336862611,"0.9"
-6.055,-0.140844179910982,0.219552788656524,-0.571599335065453,0.28991097524349,"1"
-6.032,-0.394261930698372,0.215011716225141,-0.816107655133619,0.0275837937368744,"-1"
-6.032,-0.381372875683177,0.198372662541889,-0.770573338836109,0.00782758746975404,"-0.9"
-6.032,-0.368483820667982,0.182227682988132,-0.72600837929153,-0.0109592620444348,"-0.8"
-6.032,-0.355594765652787,0.166720375850933,-0.682694511488544,-0.0284950198170306,"-0.7"
-6.032,-0.342705710637592,0.152045976842262,-0.641014781299245,-0.0443966399759397,"-0.6"
-6.032,-0.329816655622397,0.138469543573116,-0.601489222803129,-0.0581440884416657,"-0.5"
-6.032,-0.316927600607203,0.126345518298689,-0.564813239732319,-0.0690419614820861,"-0.4"
-6.032,-0.304038545592008,0.116129692862634,-0.531881080288042,-0.076196010895973,"-0.3"
-6.032,-0.291149490576813,0.108363098921926,-0.503754230305982,-0.0785447508476428,"-0.2"
-6.032,-0.278260435561618,0.103598054638804,-0.481516319363908,-0.0750045517593268,"-0.1"
-6.032,-0.265371380546423,0.102255037603602,-0.465992310290905,-0.0647504508019399,"0"
-6.032,-0.252482325531228,0.104466112108527,-0.457441308767335,-0.0475233422951201,"0.1"
-6.032,-0.239593270516033,0.110017201001557,-0.455443302652156,-0.0237432383799096,"0.2"
-6.032,-0.226704215500838,0.118439607086271,-0.45907872387794,0.00567029287626408,"0.3"
-6.032,-0.213815160485643,0.129172894256775,-0.467248015735672,0.0396176947643863,"0.4"
-6.032,-0.200926105470448,0.141692881853611,-0.4789227534776,0.0770705425367046,"0.5"
-6.032,-0.188037050455253,0.155568791853247,-0.493257765172637,0.117183664262132,"0.6"
-6.032,-0.175147995440058,0.170469836929483,-0.509604057260318,0.159308066380202,"0.7"
-6.032,-0.162258940424863,0.186149997798115,-0.527478948215225,0.202961067365499,"0.8"
-6.032,-0.149369885409668,0.202428303680833,-0.546527379483259,0.247787608663923,"0.9"
-6.032,-0.136480830394473,0.219171518805134,-0.566487946979286,0.29352628619034,"1"
-6.003,-0.389134249828034,0.214667991565286,-0.810305598091188,0.0320370984351188,"-1"
-6.003,-0.376228163327204,0.198028110167972,-0.764752626361013,0.0122962997066051,"-0.9"
-6.003,-0.363322076826374,0.181878997051486,-0.72016252542035,-0.00648162823239701,"-0.8"
-6.003,-0.350415990325543,0.166363632017164,-0.676815816809757,-0.0240161638413295,"-0.7"
-6.003,-0.337509903824713,0.151676622737854,-0.635094314209788,-0.0399254934396377,"-0.6"
-6.003,-0.324603817323882,0.138082544335307,-0.595517105072332,-0.0536905295754329,"-0.5"
-6.003,-0.311697730823052,0.125935823151295,-0.558779561907916,-0.0646158997381879,"-0.4"
-6.003,-0.298791644322221,0.115693238321035,-0.525777869950469,-0.0718054186939735,"-0.3"
-6.003,-0.285885557821391,0.107898427103239,-0.497578627138268,-0.0741924885045141,"-0.2"
-6.003,-0.272979471320561,0.103108035997344,-0.47527395510046,-0.0706849875406616,"-0.1"
-6.003,-0.26007338481973,0.101747309256008,-0.459698168696595,-0.060448600942865,"0"
-6.003,-0.2471672983189,0.103951017946806,-0.451115684208879,-0.0432189124289203,"0.1"
-6.003,-0.234261211818069,0.109504176455733,-0.449104707124547,-0.0194177165115919,"0.2"
-6.003,-0.221355125317239,0.117934585800989,-0.452738798991538,0.01002854835706,"0.3"
-6.003,-0.208449038816408,0.128677969103436,-0.460910867633475,0.0440127900006584,"0.4"
-6.003,-0.195542952315578,0.141207380383783,-0.472587062838497,0.0815011582073405,"0.5"
-6.003,-0.182636865814748,0.155090554692565,-0.486919295377064,0.121645563747568,"0.6"
-6.003,-0.169730779313917,0.169996139287267,-0.503257462361001,0.163795903733167,"0.7"
-6.003,-0.156824692813087,0.185678070670814,-0.521118795520731,0.207469409894558,"0.8"
-6.003,-0.143918606312256,0.201955578831651,-0.540148630199744,0.252311417575231,"0.9"
-6.003,-0.131012519811426,0.21869571795568,-0.560086131201504,0.298061091578653,"1"
-5.955,-0.38072867968415,0.214109646125044,-0.800804573053687,0.0393472136853873,"-1"
-5.955,-0.36779440313813,0.197469035100224,-0.755221979773801,0.0196331734975422,"-0.9"
-5.955,-0.354860126592109,0.181313823718738,-0.710591724198008,0.000871471013789538,"-0.8"
-5.955,-0.341925850046089,0.165785973797785,-0.667192330616378,-0.0166593694758002,"-0.7"
-5.955,-0.328991573500069,0.151079049285876,-0.625403564957568,-0.0325795820425701,"-0.6"
-5.955,-0.316057296954049,0.137456803202471,-0.585742901736544,-0.0463716921715544,"-0.5"
-5.955,-0.303123020408029,0.12527358040958,-0.548905553603292,-0.057340487212766,"-0.4"
-5.955,-0.290188743862009,0.114987698207688,-0.515790723620038,-0.0645867641039795,"-0.3"
-5.955,-0.277254467315989,0.10714697904301,-0.487473220921573,-0.0670357137104048,"-0.2"
-5.955,-0.264320190769969,0.102315116602867,-0.465058993481625,-0.0635813880583123,"-0.1"
-5.955,-0.251385914223948,0.100925193293586,-0.449397734352481,-0.0533740940954152,"0"
-5.955,-0.238451637677928,0.103116486488393,-0.44076270103582,-0.0361405743200363,"0.1"
-5.955,-0.225517361131908,0.108672574822485,-0.438729282124306,-0.01230544013951,"0.2"
-5.955,-0.212583084585888,0.11711554482587,-0.442359827533074,0.0171936583612984,"0.3"
-5.955,-0.199648808039868,0.127874847994616,-0.45053494036975,0.0512373242900147,"0.4"
-5.955,-0.186714531493848,0.140419038053628,-0.462211940994116,0.0887828780064204,"0.5"
-5.955,-0.173780254947828,0.154313445087071,-0.476538021713853,0.128977511818197,"0.6"
-5.955,-0.160845978401808,0.169225813662836,-0.492861308594292,0.171169351790677,"0.7"
-5.955,-0.147911701855787,0.184910022101376,-0.510698919213812,0.214875515502238,"0.8"
-5.955,-0.134977425309767,0.201185635982512,-0.529696847334849,0.259741996715315,"0.9"
-5.955,-0.122043148763747,0.217920186229543,-0.549595193103535,0.30550889557604,"1"
-5.872,-0.366434177062452,0.213174781871199,-0.784675898344366,0.0518075442194615,"-1"
-5.872,-0.353451155229959,0.196534764982833,-0.739045725453662,0.0321434149937445,"-0.9"
-5.872,-0.340468133397465,0.180371170736251,-0.694350277693237,0.0134140108983081,"-0.8"
-5.872,-0.32748511156497,0.164824220864404,-0.65086466536665,-0.00410555776329075,"-0.7"
-5.872,-0.314502089732476,0.150085667201215,-0.608965099094944,-0.0200390803700087,"-0.6"
-5.872,-0.301519067899983,0.136417778825907,-0.569166141952467,-0.0338719938474985,"-0.5"
-5.872,-0.288536046067488,0.124174604590626,-0.532162425827847,-0.0449096663071295,"-0.4"
-5.872,-0.275553024234994,0.113816842495153,-0.498857824634917,-0.052248223835072,"-0.3"
-5.872,-0.2625700024025,0.105899169075014,-0.470340595000172,-0.054799409804829,"-0.2"
-5.872,-0.249586980570006,0.10099709674478,-0.447739872840984,-0.0514340882990289,"-0.1"
-5.872,-0.236603958737512,0.0995570803903695,-0.431931587562898,-0.041276329912127,"0"
-5.872,-0.223620936905018,0.101726250917443,-0.42320440503294,-0.0240374687770967,"0.1"
-5.872,-0.210637915072524,0.107285913150173,-0.42112925270336,-0.000146577441688611,"0.2"
-5.872,-0.19765489324003,0.115748535023552,-0.42474960913077,0.029439822650709,"0.3"
-5.872,-0.184671871407536,0.126532994608578,-0.432925332719963,0.0635815899048903,"0.4"
-5.872,-0.171688849575042,0.139100299259255,-0.444598938105923,0.101221238955838,"0.5"
-5.872,-0.158705827742548,0.153011786958712,-0.458909785228944,0.141498129743847,"0.6"
-5.872,-0.145722805910054,0.167933736358916,-0.475203124076833,0.183757512256724,"0.7"
-5.872,-0.13273978407756,0.183619965775832,-0.492995954501188,0.227516386346067,"0.8"
-5.872,-0.119756762245066,0.199890627645354,-0.511935421656235,0.272421897166102,"0.9"
-5.872,-0.106773740412572,0.216614065504236,-0.531763220008259,0.318215739183115,"1"
-5.741,-0.344492102132828,0.211776013140073,-0.759989486412748,0.0710052821470912,"-1"
-5.741,-0.331432144968671,0.195141591068095,-0.714293355031145,0.0514290650938037,"-0.9"
-5.741,-0.318372187804513,0.178970221960673,-0.669505717924715,0.0327613423156887,"-0.8"
-5.741,-0.305312230640356,0.163399446430213,-0.625896425129062,0.0152719638483509,"-0.7"
-5.741,-0.292252273476198,0.148618157705341,-0.583836078778201,-0.000668468174195247,"-0.6"
-5.741,-0.279192316312041,0.134886150018233,-0.543834386380171,-0.0145502462439102,"-0.5"
-5.741,-0.266132359147883,0.122556636273746,-0.506584339723256,-0.0256803785725098,"-0.4"
-5.741,-0.253072401983725,0.112093370382514,-0.472995808315156,-0.0331489956522948,"-0.3"
-5.741,-0.240012444819568,0.10406083429259,-0.44417628667053,-0.0358486029686052,"-0.2"
-5.741,-0.22695248765541,0.0990521566883354,-0.421289473233029,-0.0326155020777912,"-0.1"
-5.741,-0.213892530491253,0.0975343078948809,-0.405251548006947,-0.0225335129755578,"0"
-5.741,-0.200832573327095,0.0996669034807369,-0.396375671346109,-0.00528947530808099,"0.1"
-5.741,-0.187772616162937,0.105228233109398,-0.39422685505936,0.0186816227334847,"0.2"
-5.741,-0.17471265899878,0.11371635501631,-0.397820306359541,0.048394988361981,"0.3"
-5.741,-0.161652701834622,0.124534239123412,-0.40598467240035,0.0826792687311057,"0.4"
-5.741,-0.148592744670465,0.137131626515845,-0.417640363777818,0.120454874436888,"0.5"
-5.741,-0.135532787506307,0.151063987199787,-0.431915227659675,0.16084965264706,"0.6"
-5.741,-0.12247283034215,0.165995519299455,-0.448150432108558,0.203204771424258,"0.7"
-5.741,-0.109412873177992,0.181680036292589,-0.465862967483631,0.247037221127647,"0.8"
-5.741,-0.0963529160138343,0.197938621062286,-0.484701804445106,0.291995972417438,"0.9"
-5.741,-0.0832929588496768,0.214640860019206,-0.504411075935888,0.337825158236534,"1"
-5.714,-0.340063903913495,0.211499087779953,-0.755017969991014,0.074890162164024,"-1"
-5.714,-0.326988089848918,0.194866508439776,-0.709309597086543,0.0553334173887064,"-0.9"
-5.714,-0.313912275784341,0.178694348893437,-0.664504552265238,0.0366800006965549,"-0.8"
-5.714,-0.300836461719765,0.163119608804621,-0.62087162423959,0.0191987008000602,"-0.7"
-5.714,-0.287760647655188,0.148330595164582,-0.578780264965687,0.00325896965531136,"-0.6"
-5.714,-0.274684833590611,0.134586575788109,-0.538739149138442,-0.0106305180427804,"-0.5"
-5.714,-0.261609019526034,0.122240539666842,-0.501440829235969,-0.0217772098160993,"-0.4"
-5.714,-0.248533205461457,0.111756766814795,-0.467796206963026,-0.029270203959889,"-0.3"
-5.714,-0.235457391396881,0.103701603434735,-0.438916434439053,-0.0319983483547087,"-0.2"
-5.714,-0.222381577332304,0.0986716393709794,-0.415972000786619,-0.0287911538779884,"-0.1"
-5.714,-0.209305763267727,0.0971379663806142,-0.399887172120299,-0.0187243544151552,"0"
-5.714,-0.19622994920315,0.0992627767299965,-0.390980164188054,-0.00147973421824596,"0.1"
-5.714,-0.183154135138573,0.104823830357987,-0.388814949496892,0.0225066792197454,"0.2"
-5.714,-0.170078321073997,0.113316345744442,-0.392401163755113,0.0522445216071201,"0.3"
-5.714,-0.15700250700942,0.124140143587846,-0.400561275446369,0.0865562614275295,"0.4"
-5.714,-0.143926692944843,0.136742745775895,-0.412211341176268,0.124357955286582,"0.5"
-5.714,-0.130850878880266,0.150678478986994,-0.42647696494207,0.164775207181538,"0.6"
-5.714,-0.117775064815689,0.165611146281041,-0.442698539703558,0.207148410072179,"0.7"
-5.714,-0.104699250751113,0.181294571762062,-0.460393076668318,0.250994575166093,"0.8"
-5.714,-0.0916234366865359,0.197550029014025,-0.479209920645221,0.29596304727215,"0.9"
-5.714,-0.0785476226219591,0.214247353336459,-0.498893692888732,0.341798447644814,"1"
-5.673,-0.333401175606694,0.211085835661767,-0.747544454987417,0.0807421037740297,"-1"
-5.673,-0.320301282545184,0.19445649432897,-0.701818355947116,0.0612157908567479,"-0.9"
-5.673,-0.307201389483674,0.17828365450488,-0.65698789744691,0.0425851184795608,"-0.8"
-5.673,-0.294101496422165,0.162703502874815,-0.613320273163192,0.0251172803188625,"-0.7"
-5.673,-0.281001603360655,0.147903459523674,-0.571183194971745,0.00917998825043453,"-0.6"
-5.673,-0.267901710299145,0.134141984246633,-0.531083752260288,-0.00471966833800269,"-0.5"
-5.673,-0.254801817237636,0.121771694754543,-0.493713769066573,-0.0158898654086989,"-0.4"
-5.673,-0.241701924176126,0.111257604038466,-0.459985585171565,-0.0234182631806869,"-0.3"
-5.673,-0.228602031114616,0.103168785863666,-0.431015704080193,-0.0261883581490396,"-0.2"
-5.673,-0.215502138053107,0.0981069691918103,-0.40798469768967,-0.0230195784165432,"-0.1"
-5.673,-0.202402244991597,0.0965494253666965,-0.391828956254964,-0.01297553372823,"0"
-5.673,-0.189302351930087,0.0986622561088712,-0.3828743657411,0.00426966188092531,"0.1"
-5.673,-0.176202458868578,0.104222479003152,-0.380683442181527,0.0282785244443719,"0.2"
-5.673,-0.163102565807068,0.112721092018526,-0.384257540784785,0.0580524091706492,"0.3"
-5.673,-0.150002672745558,0.123553223953697,-0.392409924685641,0.0924045791945245,"0.4"
-5.673,-0.136902779684049,0.136163096395728,-0.404050175411342,0.130244616043244,"0.5"
-5.673,-0.123802886622539,0.150103343060736,-0.418300575424321,0.170694802179243,"0.6"
-5.673,-0.110702993561029,0.165037188182429,-0.434500382046933,0.213094394924874,"0.7"
-5.673,-0.0976031004995196,0.180718478511559,-0.452166650918871,0.256960449919831,"0.8"
-5.673,-0.08450320743801,0.19696877563492,-0.470949291900828,0.301942877024809,"0.9"
-5.673,-0.0714033143765003,0.213658287416901,-0.490593657206934,0.347787028453933,"1"
-5.66,-0.331304106814449,0.210956616394281,-0.745193862357214,0.0825856487283147,"-1"
-5.66,-0.318196578949034,0.194328411320719,-0.699462357815246,0.0630691999171776,"-0.9"
-5.66,-0.305089051083619,0.178155485581758,-0.654624095949058,0.0444459937818195,"-0.8"
-5.66,-0.291981523218204,0.162573770300856,-0.61094576903131,0.0269827225949025,"-0.7"
-5.66,-0.278873995352789,0.147770405316238,-0.568794539103276,0.0110465483976985,"-0.6"
-5.66,-0.265766467487373,0.1340035922479,-0.528676989021692,-0.00285594595305505,"-0.5"
