"local.anomaly","resid","res.color","res.color2"
-0.1253929,-0.338202338991403,"#FFD500FF","#FFD500FF"
-2.092145,0.192007155428468,"#FFD500FF","#FFD500FF"
0.8897015,0.854204228900955,"#FFD500FF","#FFD500FF"
0.295615,0.920103709143926,"#FFD500FF","#FFD500FF"
0.5884328,-0.691208442587291,"#FFD500FF","#FFD500FF"
1.716681,0.294167005612768,"#FFD500FF","#FFD500FF"
1.482251,-0.488113096728149,"#FFD500FF","#FFD500FF"
-4.139455,0.577257368332848,"#FFD500FF","#FFD500FF"
-0.03133561,-0.084714312273908,"#FFD500FF","#FFD500FF"
0.1063278,-1.0092502682587,"#FFD500FF","#FFD500FF"
-0.127224,-0.510380929231284,"#FFD500FF","#FFD500FF"
0.5421522,0.231221364668437,"#FFD500FF","#FFD500FF"
1.91372,0.417635348226569,"#FFD500FF","#FFD500FF"
-3.622819,0.361734945248668,"#FFD500FF","#FFD500FF"
0.9404415,0.185512521329229,"#FFD500FF","#FFD500FF"
0.454241,0.259712543531233,"#FFD500FF","#FFD500FF"
-1.66792,-0.0905665399908311,"#FFD500FF","#FFD500FF"
-3.871407,0.5048261153935,"#FFD500FF","#FFD500FF"
1.853137,0.187266725027547,"#FFD500FF","#FFD500FF"
0.6530015,-0.382264158858936,"#FFD500FF","#FFD500FF"
1.387022,-0.561277769902825,"#FFD500FF","#FFD500FF"
2.150126,0.192796632888113,"#FFD500FF","#FFD500FF"
0.9912566,0.395569239165942,"#FFD500FF","#FFD500FF"
-5.434492,0.17335759479952,"#FFD500FF","#FFD500FF"
